Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School,Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Unduplicated Pupil Count (UPC),CALPADS Fall 1 Certification Status (Y/N)
2018-2019,37,68361,6040364,San Diego,Santee,Chet F. Harritt Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,632,205,,,,,,,,
2018-2019,37,68361,6040372,San Diego,Santee,Pepper Drive Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,968,498,,,,,,,,
2018-2019,37,68361,6040380,San Diego,Santee,PRIDE Academy at Prospect Avenue,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,566,256,,,,,,,,
2018-2019,37,68361,6040406,San Diego,Santee,Sycamore Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,353,68,,,,,,,,
2018-2019,37,68361,6068159,San Diego,Santee,Carlton Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,861,203,,,,,,,,
2018-2019,37,68361,6085153,San Diego,Santee,Rio Seco Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,"1,002",286,,,,,,,,
2018-2019,37,68361,6085161,San Diego,Santee,Hill Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,754,266,,,,,,,,
2018-2019,37,68361,6111041,San Diego,Santee,Santee Alternative,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,8,26,2,,,,,,,,
2018-2019,37,68361,6120190,San Diego,Santee,Santee Success Program,Elementary School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,K,8,5,5,,,,,,,,
2018-2019,37,68379,0000001,San Diego,San Ysidro Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,,,,,,,,
2018-2019,37,68379,0123000,San Diego,San Ysidro Elementary,Willow Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,789,614,,,,,,,,
2018-2019,37,68379,0137737,San Diego,San Ysidro Elementary,Vista Del Mar,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,413,174,,,,,,,,
2018-2019,37,68379,6085146,San Diego,San Ysidro Elementary,Smythe Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,647,552,,,,,,,,
2018-2019,37,68379,6089007,San Diego,San Ysidro Elementary,La Mirada Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,413,326,,,,,,,,
2018-2019,37,68379,6093264,San Diego,San Ysidro Elementary,Sunset Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,672,541,,,,,,,,
2018-2019,37,68379,6098453,San Diego,San Ysidro Elementary,San Ysidro Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,656,486,,,,,,,,
2018-2019,37,68379,6119341,San Diego,San Ysidro Elementary,Ocean View Hills,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,985,388,,,,,,,,
2018-2019,37,68387,0105825,San Diego,Solana Beach Elementary,Solana Pacific Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,4,6,519,36,,,,,,,,
2018-2019,37,68387,0129049,San Diego,Solana Beach Elementary,Solana Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,572,29,,,,,,,,
2018-2019,37,68387,6040455,San Diego,Solana Beach Elementary,Skyline Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,506,88,,,,,,,,
2018-2019,37,68387,6070882,San Diego,Solana Beach Elementary,Solana Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,343,60,,,,,,,,
2018-2019,37,68387,6106140,San Diego,Solana Beach Elementary,Solana Highlands Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,298,14,,,,,,,,
2018-2019,37,68387,6111181,San Diego,Solana Beach Elementary,Solana Santa Fe Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,307,24,,,,,,,,
2018-2019,37,68387,6112353,San Diego,Solana Beach Elementary,Carmel Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,346,20,,,,,,,,
2018-2019,37,68395,0000001,San Diego,South Bay Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,,,,,,,,
2018-2019,37,68395,6040463,San Diego,South Bay Union,Bayside STEAM Academy,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,530,361,,,,,,,,
2018-2019,37,68395,6040471,San Diego,South Bay Union,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,499,364,,,,,,,,
2018-2019,37,68395,6040489,San Diego,South Bay Union,Emory Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,534,336,,,,,,,,
2018-2019,37,68395,6040505,San Diego,South Bay Union,Imperial Beach Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1418,Locally funded,N,K,8,896,434,,,,,,,,
2018-2019,37,68395,6040513,San Diego,South Bay Union,Nestor Language Academy Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1252,Locally funded,N,K,8,"1,030",478,,,,,,,,
2018-2019,37,68395,6040521,San Diego,South Bay Union,Oneonta Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,513,329,,,,,,,,
2018-2019,37,68395,6040539,San Diego,South Bay Union,Sunnyslope Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,517,348,,,,,,,,
2018-2019,37,68395,6067029,San Diego,South Bay Union,Godfrey G. Berry Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,465,325,,,,,,,,
2018-2019,37,68395,6094973,San Diego,South Bay Union,Howard Pence Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,663,493,,,,,,,,
2018-2019,37,68395,6098487,San Diego,South Bay Union,George Nicoloff Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,759,546,,,,,,,,
2018-2019,37,68395,6116008,San Diego,South Bay Union,Teofilo Mendoza,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,791,563,,,,,,,,
2018-2019,37,68403,0125401,San Diego,Spencer Valley Elementary,Insight @ San Diego,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1371,Directly funded,Y,K,12,232,131,,,,,,,,
2018-2019,37,68403,6040554,San Diego,Spencer Valley Elementary,Spencer Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,41,17,,,,,,,,
2018-2019,37,68403,6120893,San Diego,Spencer Valley Elementary,California Virtual Academy @ San Diego,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0493,Directly funded,Y,K,12,"2,139","1,008",,,,,,,,
2018-2019,37,68411,0000000,San Diego,Sweetwater Union High,District Office,High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,409,237,,,,,,,,
2018-2019,37,68411,0000001,San Diego,Sweetwater Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,25,,,,,,,,
2018-2019,37,68411,0111831,San Diego,Sweetwater Union High,Olympian High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,476",507,,,,,,,,
2018-2019,37,68411,0115873,San Diego,Sweetwater Union High,East Hills Academy,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,7,12,73,38,,,,,,,,
2018-2019,37,68411,0126086,San Diego,Sweetwater Union High,Hawking S.T.E.A.M. Charter,High School District,K-12 Schools (Public),Traditional,N/A,Yes,1407,Directly funded,N,K,12,998,554,,,,,,,,
2018-2019,37,68411,3730124,San Diego,Sweetwater Union High,Southwest Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,775","1,114",,,,,,,,
2018-2019,37,68411,3730405,San Diego,Sweetwater Union High,Bonita Vista Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,355",703,,,,,,,,
2018-2019,37,68411,3730801,San Diego,Sweetwater Union High,Castle Park Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,675","1,062",,,,,,,,
2018-2019,37,68411,3730843,San Diego,Sweetwater Union High,Eastlake High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,908",528,,,,,,,,
2018-2019,37,68411,3731064,San Diego,Sweetwater Union High,Chula Vista Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,487","1,547",,,,,,,,
2018-2019,37,68411,3731155,San Diego,Sweetwater Union High,Options Secondary,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,111,74,,,,,,,,
2018-2019,37,68411,3731304,San Diego,Sweetwater Union High,MAAC Community Charter,High School District,High Schools (Public),Traditional,N/A,Yes,0303,Directly funded,N,9,12,201,120,,,,,,,,
2018-2019,37,68411,3731460,San Diego,Sweetwater Union High,Alta Vista Academy,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,12,24,24,,,,,,,,
2018-2019,37,68411,3731502,San Diego,Sweetwater Union High,San Ysidro High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,426","1,595",,,,,,,,
2018-2019,37,68411,3731627,San Diego,Sweetwater Union High,Otay Ranch Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,372",609,,,,,,,,
2018-2019,37,68411,3732047,San Diego,Sweetwater Union High,Palomar High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,7,12,265,192,,,,,,,,
2018-2019,37,68411,3732849,San Diego,Sweetwater Union High,Hilltop Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,089","1,009",,,,,,,,
2018-2019,37,68411,3733953,San Diego,Sweetwater Union High,Mar Vista Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,585",845,,,,,,,,
2018-2019,37,68411,3738226,San Diego,Sweetwater Union High,Sweetwater High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,636","1,793",,,,,,,,
2018-2019,37,68411,3738234,San Diego,Sweetwater Union High,Montgomery Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,852","1,029",,,,,,,,
2018-2019,37,68411,6059745,San Diego,Sweetwater Union High,Bonita Vista Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,180",369,,,,,,,,
2018-2019,37,68411,6059752,San Diego,Sweetwater Union High,Castle Park Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,803,527,,,,,,,,
2018-2019,37,68411,6059760,San Diego,Sweetwater Union High,Chula Vista Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,874,574,,,,,,,,
2018-2019,37,68411,6059778,San Diego,Sweetwater Union High,Granger Junior High,High School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,954,602,,,,,,,,
2018-2019,37,68411,6059786,San Diego,Sweetwater Union High,Mar Vista Academy,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,736,488,,,,,,,,
2018-2019,37,68411,6059794,San Diego,Sweetwater Union High,National City Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,840,623,,,,,,,,
2018-2019,37,68411,6062004,San Diego,Sweetwater Union High,Hilltop Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,004",509,,,,,,,,
2018-2019,37,68411,6062012,San Diego,Sweetwater Union High,Southwest Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,691,507,,,,,,,,
2018-2019,37,68411,6070890,San Diego,Sweetwater Union High,Montgomery Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,893,538,,,,,,,,
2018-2019,37,68411,6114276,San Diego,Sweetwater Union High,Rancho del Rey Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,757",346,,,,,,,,
2018-2019,37,68411,6117154,San Diego,Sweetwater Union High,Sweetwater Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,9,15,7,,,,,,,,
2018-2019,37,68411,6120968,San Diego,Sweetwater Union High,Eastlake Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,"1,801",354,,,,,,,,
2018-2019,37,68437,6040562,San Diego,Vallecitos Elementary,Vallecitos Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,202,166,,,,,,,,
2018-2019,37,68452,0000001,San Diego,Vista Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,3,,,,,,,,
2018-2019,37,68452,0100925,San Diego,Vista Unified,T.H.E Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,683,347,,,,,,,,
2018-2019,37,68452,0100933,San Diego,Vista Unified,Hannalei Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,556,421,,,,,,,,
2018-2019,37,68452,0105882,San Diego,Vista Unified,Foothill Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,584,516,,,,,,,,
2018-2019,37,68452,0106120,San Diego,Vista Unified,SIATech,Unified School District,High Schools (Public),Traditional,N/A,Yes,0627,Directly funded,Y,10,12,"1,137",948,,,,,,,,
2018-2019,37,68452,0111237,San Diego,Vista Unified,Maryland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,644,545,,,,,,,,
2018-2019,37,68452,0114264,San Diego,Vista Unified,North County Trade Tech High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0884,Directly funded,Y,9,12,148,71,,,,,,,,
2018-2019,37,68452,0114637,San Diego,Vista Unified,"Vista Magnet Middle School of Technology, Science, and Math",Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,837,521,,,,,,,,
2018-2019,37,68452,0115451,San Diego,Vista Unified,Major General Raymond Murray High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,10,12,178,133,,,,,,,,
2018-2019,37,68452,0118430,San Diego,Vista Unified,Mission Vista High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,"1,693",367,,,,,,,,
2018-2019,37,68452,0124917,San Diego,Vista Unified,Guajome Learning Center,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1351,Directly funded,Y,K,12,79,34,,,,,,,,
2018-2019,37,68452,0126300,San Diego,Vista Unified,Vista Visions Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,47,17,,,,,,,,
2018-2019,37,68452,0128223,San Diego,Vista Unified,Bella Mente Montessori Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1515,Directly funded,Y,K,8,662,218,,,,,,,,
2018-2019,37,68452,3730207,San Diego,Vista Unified,Vista Adult Transition Center,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,Adult,Adult,115,50,,,,,,,,
2018-2019,37,68452,3730728,San Diego,Vista Unified,Rancho Buena Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,101",991,,,,,,,,
2018-2019,37,68452,3730942,San Diego,Vista Unified,Guajome Park Academy Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0050,Directly funded,Y,K,12,"1,416",683,,,,,,,,
2018-2019,37,68452,3732039,San Diego,Vista Unified,Alta Vista High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,113,99,,,,,,,,
2018-2019,37,68452,3738705,San Diego,Vista Unified,Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,360","1,364",,,,,,,,
2018-2019,37,68452,6040588,San Diego,Vista Unified,Beaumont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,560,433,,,,,,,,
2018-2019,37,68452,6040596,San Diego,Vista Unified,Bobier Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,659,569,,,,,,,,
2018-2019,37,68452,6040604,San Diego,Vista Unified,California Avenue Elementary,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,8,28,8,,,,,,,,
2018-2019,37,68452,6040620,San Diego,Vista Unified,Grapevine Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,797,649,,,,,,,,
2018-2019,37,68452,6040638,San Diego,Vista Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,510,268,,,,,,,,
2018-2019,37,68452,6040653,San Diego,Vista Unified,Vista Academy of Visual and Performing Arts,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,611,439,,,,,,,,
2018-2019,37,68452,6059802,San Diego,Vista Unified,Rancho Minerva Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,717,565,,,,,,,,
